,게시글 ID,작성일,작성자,제목,본문
366,322237,2020.09.04. 15:24,파니니니,추출주사 15일!,째 되었어요 ㄷㅣㄷㅣ셀 주사 맞았는데 1주에 1번씩 오라고 해서 어제도 갔었어요.5일차엔 멍이 노랗게 들어서 뭐지 했는데 지금은 멍도 많이 빠지고허벅지 부분도 슬림해진거 같아요 전사진이에요. 허벅지도 너무 커다랗고.. 붙어 있는 것도 꼴보기 싫었는데전체적으로 앞으로 튀어나온 부분 (입체적으로 ) 통실통실했던 부분은 좀 빠져나간것 같아요. 3주차되는날에 한번 더 병원가야 하는데 그때까지 더 열심히 관리해 보려구요 울 엄마가 돌핀같은 허벅지가 지금은 좀 수그러든거 같다고 ㅋㅋ 많이 좋아졌다고 하네요 >< 
367,322201,2020.09.04. 09:45,그어딘가에,팔 일반람스,"복부 무한람스한지 4달이 지났어요사이즈도 제법줄고아직도  남들보다도 크지만 지속적인 노력을하고있어요근데 람스라는게와 람스비용도 어마어마하지만후관리비용을 무시할수가없어요람스에보함된 후관리외어복부 체충 12회 ,등 메조와 HPL8회 진행했는데 이비용도 후덜덜해요그래도 지속관리효과를 볼려고 노력중이고요근데 요즘보이는것이 팔이예요팔도 사이즈가 많이줄었는데 (다이어트로)근데 살이 쳐져서 뭐랄까?   팔을 쭉펴면  뭐랄까?   날다람쥐의 날개같은 느낌? 볼때마다 웃기고 짜증도나는데지난주 복부사이즈재면서 팔뚝사이즈도 부탁드렸더니 33cm라고 하시는데이경우 무한람스 비용이 어느정도인까요?만약 일반람스로 2보틀씩 4보틀 뽑고 후관리 체충으로 탄력만드는것도 효과가 있을까요?"
368,322067,2020.09.03. 09:55,하이민지,허벅지람스 몰래하신분들,"멍 없어지기 전에 뭐라고 하셨나요..? 10일차인데 생각보다 멍이 너무 안줄어요..안쪽은 노란색인데 대부분은 아직 보라색으로 그대로 남아있네요ㅠㅠ 좋다는 바르네*도 하루에 네다섯번씩 바르고, 호일도 감아보고 휴족시간도 붙였는데ㅠㅠ 내일이면 가족들이 알게될거라 뭐라고 해야할지 걱정이네요..좋은 핑계거리 추천부탁드려요ㅠㅠ"
369,322060,2020.09.03. 09:27,shy5647,람스 후 통증 완전히 없어지나요?,8/5 팔뚝 시술했어요 붓기 멍 다 빠졌는데 스트레칭할때 땡김과 찌릿한 거슬리는 통증이 간혹 있어요 시술부위를 누르거나 부딧치거나 하면 아프기까지 하는데 언제까지 아플까요?배.럽핸  지흡 할 예정이라 통증이 오래 지속되는것이 두렵습니다 
370,322055,2020.09.03. 07:55,축복소녀제이시,부산에 지방추출주사 예약잡고왔어요!!,허벅지 지방추출!!!기록할 겸 남겨봅니당대구에 지방추출주사 날짜잡았다가 취소하고...^^(후기도 너무 없고 너무 싸니까 또 의심되는거 있죠^^;;)부산에 지방흡입 이벤트가 보고 갔는데 그 가격의 3배로 껑충되는 신기한 마법을 보고 그냥 나오고..ㅋㅋㅋ그 길로 많이들 한다는 곳에 가서 상담하고 다음주 화요일로 날짜 잡았어요첨에는 이곳을 무조건 걸렀었는데(홍보 넘 많은 것 같아서) 후기 많은데에는 이유가 있구나 싶었어요 진짜 체계적이고 잘 뽑는구나.. 싶은..ㅋㅋ 저도 붓기 빠지고 날씬해져서 성공 후기 쓸 날이 왔으면 좋겠어요 ><참고로 제 스펙은 163센치에 59키로 정도입니다! (한달만에 4키로 빼서 저정도에요^^;;) 허벅지둘레는 60.8 나왔어욤 평생 하비였는데 탈출하길!!!
371,321990,2020.09.02. 19:00,lovelysong0124,람스후 변화,"복부 람스한지 한달째인데 큰변화가 없는것같아서 우울해요....다이어트로 2kg감량하고, 복부가 안줄어드니깐 더 조급하네요...3개월까지 기다리면 변화가 있을까요? 복부하신분들 답변부탁드려요ㅜㅜ"
372,321954,2020.09.02. 13:26,갱이언닝,앞벅지 후기~~~,NaN
373,321901,2020.09.02. 00:02,나히,람스하고 레깅스 신세계가열렸어요,지난번에 람스시술당일후기들고 왔었는데 이번에는 한달차 후기 들고왔어요!일단 사진부터 투적해봅니다!람스하고나서부터 그전엔 손도안대던 레깅스를 입기시작했어요..람스하고 몇주간은 살끼리 닿고 쓸리는게 아파서 딱 잡아주는게 있는 레깅스가 편해서 입었는데이거 신세계에요 너무 편하고..다리도 더 이뻐보여요!물론 그것도 라인이 이뻐야되더라구요왼쪽도 레깅스인데 라인차이 엄청나총?ㅋㅋ(예전에는 물놀이나해야 입던 레깅스..)그리고 진짜 신기한게 지금 몸무게는 거의 람스전이랑 비슷하게 유지중인데도 바지가 커졌어요..솔직히 팔람스 만족하긴했는데 제가 살뺀 영향도 작지않을꺼란 생각도 했거든요근데 진짜 몸무게 비슷한데.. 꽉껴서 부담스러운 옷이 허리뜨기시작하고 허벅지에 주름진것도 사라졌어요ㅠㅜ아직 한달이라 좀더 기다려야겠지만 벌써 라인변화도 보이고..허틈은 아직이지만 엉덩이양쪽이 너무 크고 과해보여서 부담스러웠는데 튀어나온 살들 정리되니까 좋네용 히히아직까지 뭉침이 있어서 체충더하고 열심히 관리하면 더 예뻐지겠죵넘 기대되요!!
374,321880,2020.09.01. 20:55,foreveryoung,복부 무한람스 한달차 후기 / 뱃살이 사라지는 매직🔮,안뇽하세욥 :)복부 무한람스 드뎌 한달차!!!! 다이어터입니도 ㅎ람스 후 식단 조절과 유산소 운동 병행하면서열심히 체중 감량 중이에요 ㅠㅠ[정면] 시술전 ➡️ 한달차[측면] 시술전 ➡️ 한달차한달차되니까 붓기랑 멍은 거의 다 빠진거 같구요!아직 바본은 남아있어요 ㅎㅎㅎ체외충격파 후관리 받으면서 풀어주고있답니당시술전이랑 비교하면사이즈는 -7cm / 체중은 -5kg 감소했어유 ☺️람스 너란 녀석!!!왜 이제서야 했을까ㅠㅠ 맨날 후기 눈팅만하다가맘 먹기까지 시간이 걸렸지만 이제라도 해서 다행이에여....라인이 달라지는게 눈에 확 띄게 보이니까 다이어트도 할 맛 나네여ㅎ아직도 뚠뚜니지만...더 열심히 관리해서날씬이가 되고야 말꺼에요!! 후훗
375,321840,2020.09.01. 13:55,고영희사랑해,루다팻 한달반 됐어요!,드디어 허안 떨어졌어요ㅠㅠ 한달차만 하더라도 안떨어졌었는데 역시 두달까지는 봐야 되나봐요!
376,321811,2020.09.01. 10:33,툴툴,람스 후 달리기,원래 런닝하던 터라 람스 후에 못할까봐 걱정이었는데허안 7일차에 했어요 ㅎㅎ페이스는 많~이 낮춰 뛰었습니당첨달릴땐 덜렁이는게 좀 아픈데 하다보면 자세잡혀서 괜찮더라구요람스 전날도 했으니 일주일밖에 안쉬었네요 !5 6일차에도 가능했을거 같기도하고.. 안해봐서 모르겠어요런닝 하시는 분들 참고하시라고 올려요 ㅎㅎ
377,321733,2020.08.31. 19:05,이힣힣히,복부 3개월! 살이 빠진 것 같아서 시술 전 같은 옷 입어봤어요!,"사회적 거리두기로 나가지도 못하고 백수인 저는 살만 찌는게 아닌 가 걱정되는 요즘을 보내고 있어요ㅜㅜ카페나들이나 드라이브 하는 것을 좋아하는데 제가 살고 있는 지역도 지금 난리가 나서...마스크를 껴도 불안해요.. 무증상인 코로나감염자가 본인이 감염된거 모르고 돌아다니다가저랑 접촉할 수도 있겠다 생각하니까 좀 무섭더라구요ㅠㅠㅠ그래서...! 집에 콕 박혀있어요 ㅋㅋㅋ집에서 심심하기도 하고 궁금하기도 해서 시술을 받기 전과 비교해 보기 위해 시술 전에 입은 옷들을 좀 입어봤는데완전 대박이예요 ㅋㅋㅋㅋ코로나가 다시 심각해 지기 전에 친구들이나 지인들을 만났을때 살빠졌다는 얘기를 듣긴 했는데사진찍어보고 라인변화 보니까 시술하길 잘했다는 생각을 엄청 많이 했어요!이 사진 보고 다이어트 자극 되어서 다시 좀 빡세게 해봐야겠다는 생각을 하고 오늘 운동갑니다후후...그럼 사진 공개..!...전 > 후음... 옷이 딱 달라붙는게 아니라서 모르겠죠?전체적으로 옷이 루즈해지고, 복부가 뾰잉 튀어나온게 없어졌어요 ㅎㅎ그래서 사진을 하나 더 가져왔어요!전 > 후이건 좀 더 잘보이죠?복부만 빠졌네...복부만...ㅎ배가 들어가니 가슴이 커보이네요 ....뜻밖의 이득...앞으로 목표체중이 10키로 감량해야 나오는데 좀 더 열심히 해볼께요ㅠㅠ함께 해요!"
378,321652,2020.08.31. 10:23,솜콩,람스후 고민...,"람스 2차 후관리 메조까지받고왔어요.(람스후 18일차)메조받아본적있는데 동네에서완전싸게요 ㅜㅜ효과가 진짜 단 1도없이 돈만버렸었거든요.람스후관리로 메조있길래...ㅎ....메조...??ㅎㅎㅎ하고  받으러 다녀올때도 아무기대도안했어요.람스후에 다른건다괜찮아도만세자세만하면  살이당겨서(살이모자라는느낌??!!)아팠었는데메조하고 솔직히 지방이 엄청빠졋다!!!!그런건 전혀 못느꼈는데다음날부터 우연인지 만세를해도 팔이 아프지않고살도 좀 물렁해진느낌을 받았어요!!람스했던곳에 해서 더 시너지효과를 낸건지아님 이것도 정품정용량이있는건지 일단 뭔가 저번에 받았을때랑은 다른느낌이들었어요.확실히 메조용액이 몸속에서 무슨일을하긴하는거같아요.람스시술전과 오늘사진이에요.저는 저나시...어깨끈끝에 예쁜주름이있는지오늘알았네요...ㅎㅎㅎ일반옷(티셔츠나 블라우스)입으면 별로티안나지만 제가 아직 만족을 못하겠는데..조금만 더 빼면 체격 자체가 여리여리해질거같은데 저 겨드랑이뒷살?저곳은 어떻게빼야하나요?저기만 빼도 더 만족스러울거같거든요 ㅠㅠ저런데도 체충이나 메조같은거맞을수있는지..?그거만 단독으로들어가면 효과가없는지..?지흡,람스고수님들 알려주세요 ㅜㅜ"
379,321616,2020.08.30. 23:23,동동이,일산 팔 지방추출주사 후기 ( 후기는 사진으로 보는게 진리 ),팔 무한람스 한지 2주차에요!벌써 후관리도 2번째랍니다!! 이번에는 체외충격파랑 메조지분주사 맞고 왔어요!코로나 때문에 어디 가지도 못하고 맨날 편한 옷 입고 일-집-일-집 만 반복했더니 체감으로는 1주차부터 2주차까지 큰 변화는 없었어요!근데 사진으로 보니까 1주차때보다 팔이 더 가늘어진거 있죠..?딱붙는거 입으면 확실히 전과는 달라서 너무 좋더라구요ㅠㅠㅠ3개월까지 람스 황금기라는데 얼마나 더 빠질지 기대돼요!!어떤 분이 1주차 후기 보시고 뼈팔 되는거 아니냐고 해서 에이~ 내가 무슨 뼈팔이 돼~~ 했는데 지금 빠지는거 보면 그럴 수도 있겠는데..? 싶은거 있죠?????시술전 / 시술 1주차시술전 / 시술 1주차 / 시술 2주차2주차 사진에는 메조주사맞은거 때문에 팔 위쪽에 점저럼 멍이 조금 들었어요!!람스 시술 때문에 든 멍은 거의 다 빠지고 요만큼 밖에 안남았어요!!저 보라색 반팔 니트는 한번 입고 나갔다가 팔뚝살 보고 충격 받아서 두번 다시 안입은 옷인데 이번에 람스 하고 처음으로 입어봤답니다..지금이 람스 하기 전 보다 부피감도 훨씬 줄고 라인도 훨씬 매끄러워져서 벌써 입고 나갈 수 있을 정도 됐어요!!이렇게 눈으로 효과가 확확 보이니까 의지 불타올라서 운동이랑 식이도 열심히 하는 중이랍니다!!요즘 너무 행복해요ㅜㅜㅜ 
380,321592,2020.08.30. 20:53,아이리스44,[무한람스] 허벅지 효과보고 팔도 했는데 1000% 완전 만족해요!!!,"#분당병원 #내돈내산 #허벅지람스 #팔람스 #체외충격파 #메조 #hpl#코로나 #헬스 #식이요법 #저탄고지 #단백질면 #두부면 #해초면#단백질바 #직장인다이어트 #웨딩다이어트 #복부람스 #람스개미지옥람스하고 4개월차 입니다.. 허벅지 3개월에 효과봐서팔까지 했습니다... 완전 만족하고 있구요....왼쪽이 오늘 운동전 사진이고 오른쪽이 올해 2월 사진입니다..ㅜㅜ허벅지랑 팔 차이보이시죠ㅜㅜ진짜 사람이 슬림해져써어요....람스 허벅지떄는 하체 사진만 찍었는데..이젠 비율사진을 찍게 되더라구요...넘나 행복합니다..이건 왼쪽은 오늘 운동전사진이고오른쪽 사진은 허벅지 람스 1달차 사진입니다.팔뚝람스 정말 잘한거 같아요..전체 적으로 슬림해진 느낌이 들어요..넘나 행복합니다......실은... 앞자리가 2번 바뀌어서... 더 행복해요...원하는 몸무게.....2kg 남았습니다....병원 간호사 샘이 요요생각해서 5kg 추가로 빼라고 하더라구요실은 지금은 빠지는 속도가 느려요.거기에 헬스클럽은 코로나 때문에 가지도 못하고... 홈트나,... 주변 산책.. 정도만 하거든요ㅠㅠ더 열씨미 해야하는데 코로나 정말 ㅠㅠㅠ이건 팔 비교샷...팔은 진짜... 금방 효과 보는듯해요이제 더 노력해서 복근도 만들고 싶어요,,웨이트 많이 해야겟죠"
381,321562,2020.08.30. 12:00,듀엣,루다팻같은 추출주사할때 여러부위해야해도 먼저 두부위먼저 이렇게도 가능할까요,수면마취 절대 무서워서 지흡안하는건데ㅜㅜ 
382,321524,2020.08.30. 00:41,이번생엔,바본풀리면 바본있던 자리가 더 빠지나요?,안녕하세요~제가 복부무한람스를 받은지 이제 4주차 되가는데요식단 병행해서 나름 키로수는 계속 빠지고있긴한데바본은 아직 많이 남아있거든요ㅠㅠㅎㅎ바본에 좋다는 체충 추가하긴했는데 문득 궁금해져서요!바본이 풀리면 딱딱하게 뭉친느낌만 부드럽게 풀리는건지 아님 바본있던자리가 어느정도 더 빠지는건지 궁금합니다
383,321514,2020.08.29. 23:01,아이들의 울타리,팔뚝람스 or hpl주사,람스 물어보니 2보틀에서 3보틀정도 예상하시더라구요.람스하면 후관리로 또 비용이 들어가니그냥 hpl로 맞아도 되지 않을까 싶기도 하고....현재 팔둘레 26.5cm예요.뒷볼록이 좀 있고 근육도 좀 있다는데...전 살 처짐이 신경쓰이더라구요.선배님들 의견 좀 주세요~~
384,321506,2020.08.29. 20:47,뀨이뀨잇,팔꿈치 하단 부분 지방분해주사,제가.. 전신 지흡했는데팔꿈치 아래는 근육도 많고위험한 부위라 지흡 불가하다고해서못 했거든요.....그래서 팔꿈치 아래부분 팔만 너무 두껍고손등도 살 불룩불룩해서모르는 분들은 팔이 특이하다고 물어봐서엄청나게 스트레스에요....팔꿈치 아래쪽 팔에 지방분해주사 맞아보신분혹시 계시나요??
385,321485,2020.08.29. 16:33,편이,무한람스 복부 30일차,저번주에 후관리 끝나고 한달더 등록했는데...이번주에는 코로나가 심해서 집에서 쉬고있어요ㅠ 담주는 관리받으려갈려고요ㅠ솔직히 람스시술하고 후에도 너무 아파서 살짝 후회하고 멍도 심해서 걱정했는데 지나고 나니깐 전 생각보다 만족해요!배에 심한 체형이라서 31보틀이나 나오고우선 몸무게도 4키로 빠지고 6센치 줄였어요옷입거나 레깅스입으면 핏이 달라요전체적으로 통이 작아지고 줄였어요 3달 황금기동안 더 열심히해서 몸무게 줄일꺼예요ㅠ 오늘도 어제보다 0.4키로 빠져서 오늘도 물열심히 마시고 식단조절!아직 아랫배가 바본으로 볼록하지만 더 후관리하고...체충 하고 바로 사진 찍어서 빨개요ㅠㅠ
386,321459,2020.08.29. 12:06,뭉글몽블,오늘 허엉무 지흡해요,완전 떨랴요ㅜㅜㅜ제발 효과있으면 좋겠데요지금 진료기다리는증 도키도키하네요ㅜㅜ
387,321387,2020.08.28. 17:00,제리누나,오늘 지팻으로 상체 지방이들과 이별하고 와써요! (지팻당일 후기),드디어 지팻으로 상체 지방이들과 이별하고왔습니다!!저는 복부6부위 옆구리2부위 뒷구리2부위 브라2부위 팔4부위총 16부위 지팻으로 지방과 이별을 했습니다!체지방이 33.3 후덜덜ㅋㅋㅋㅋ뒤도 보시면 전체적으로 방지턱이 너무 많습니다저 뒷구리 실화냐..팔도 방지턱이 많아요..나시를 입을 수 있는 그 날을 기다리며전체적으로 지방이들이 까꿍하고 인사를합니다.저는 지팻이 찰떡이였는지 마취약 주입할때도 뻐근? 따끔 정도 하고 전.혀아프지 않더라고요(통증은 개인의 차이가 있답니다)원장님과 편하게 이런저런 대화하면서 시술을 받았답니다.확실히 이야기를 하며 집중을 덜하게 되안아픈건지ㅎㅎㅎ다들 너무 친절하게 대해주셔서 편안하게 받고왔네요마취약에 지방을 녹이는? 용액도 들어있어마취하고 10분정도 음악들으며 쉬었어요!그리고 지방을 뽑았는데혹시 마취보다 아플까봐 은근 긴장했는데느낌이 무언가 긁어주는? 시원하더라고요ㅋㅋㅋ진짜 아프지 않았답니닼ㅋㅋㅋㅋ멍이 잘 드는편인대 시술 받으면서 간호사 언니분이 멍이 많이 드실꺼같다며 걱정해주시더라고요살이 빠진다면 멍쯤이야ㅋㅋㅋ시술이 끝나고 정리를 해주셨는데 거즈를 뭉탱이로 붙여주시더라고요놀랬지만 그만큼 용액이 많이 흐른다고 하셨어요뒤에는 줄줄 흘러서 수건으로 바로 교체해줬습니다!점점 부기가 !!부기 빠지는 그날까지 후기 계속 올릴게요!!긴장을 너무해서 그런가 안아파서 진짜 천만다행!좀 많이 부엇지만브라? 뒤 부유방 라인? 빠져보이지 않나요?기대된다♡
388,321362,2020.08.28. 15:48,yooncret,무한람스 황금기 시작된거 같아용!!!(두달째ing~),"안갈거 같던 시간이  벌써 곧 9월이에요!ㅠㅠ 람스한지도 오늘이 2달째네요!람스 황금기는 3개월째부터라구 하셨는데 ,저 아직 2달째인데 황금기 시작되고 있는거 같은 건 기분탓인가요 ㅎㅎㅎ.. 진짜 식단관리도 조금씩 해주니까 사이즈가 훅 줄었어요! 저번주에 메조주사 마지막으루 맞구 사이즈 재보니 24?라고 하셨는데 수치로 봤을땐 감이 안왔는데 확실히 사진으로 비교하니까 진짜.... 팔뚝만 람스로 다시태어난기분ㅋㅋㅋㅋㅋ생각보다 흉터도 잘 안보이구 친구들도 아무도 몰라용 ㅎㅎ 그냥 살 빠진줄 알더라구요지금도 만족중인데, ,3개월째는 뼈팔뚝되길 바라면서 열씨미 다여트도해야겠어요!!ㅋㅋㅋ"
389,321315,2020.08.28. 09:19,fast9,팔뚝 지흡주사 당일~6일차 후기 (멍사진 있음),"부산에서 팔 지흡주사한지벌써 6일이나 지났네요ㅎㅎ (***아래에 멍사진 있어요!!ㅠㅠ멍주의!!)저는 개인적으로 시술 중에도 별로 아프지 않았고, 멍도 생각보다 많이 안들어서 하루하루 변화 비교하는 재미에 살고있습니다..!아직 6일차 밖에 되지 않았지만!6일차 동안 겪은 다양한 궁금한 점들 후기로 올려보려구요 ㅎㅎ1. 멍 통증 붓기 우선 멍은 생각보다 많이 안들었어요. 후기 보면서 나는 제발 팔꿈치 밑으로만 내려가지말아달라고 빌었는데.. 이다행히 멍은 팔 상완 부분에만 들고 내려오진 않았습니다. 그리고 6일차인 지금은 주변이 많이 노래져서 회복 잘 하고 있는 상태구요!통증은 가끔 운동하거나 움직일때 찌릿하긴 하는데 이건 뭔가 잘못된 느낌은 아니고, 아 마취가 풀리는 구나 그냥 그정도의 찌릿이라 더 잘 움직여주고 있어요! 한4일차까진 마취가 덜풀려서 팔이 먹먹하다고 해야하나? 그랬는데  만져도 감각도 잘 없구요.. 근데 5일차이후부터는 감각이 거의 돌아와서 마사지도 좀 해보고 겨드랑이 쪽으로 쓸어줘도 좋다고 해서 하고 있어요 ㅎㅎ붓기도 제가 걱정많이 했던 부분이었어요..ㅠ그래서 수술 이후에 붓기차도 꾸준히 마셔주고 용액이 나와야 좋다그래서 꾸준히 운동(등산, 유산소 특히 타바타) 하고 땀을 많이 냈어요 식단도 거의 잘 지키는 편으로 식이 조절했구요 ㅎㅎ(6일중에 한 이틀은 못지켜서 식이조절 완벽하게 성공했다고는 못하겠네요 ㅠ)2. 내가 신경쎴던 부분들앞서 말씀드린것처럼 지금부터 쭉 운동을 더 열심히 해야 효과 확실히 본다고해서 매일 아침 등산, 오후에 유산소 운동 그리고 최대한 식이 조절 하려고 노력했구요! 그래서 6일동안 몸무게는 2kg정도 빠졌어요! 그리고 저는 예식을 곧 앞두고 있어서, 멍 붓기는 제일 신경썼던 부분이라, 시술 당일부터 누워서 팔은 위로 뻗어서 폰 보거나 했구요! 심장보다 높게 있으면 회복하는데 더 좋다고 하네요!그리고 병원에서 준 멍연고 이외에 마그네슘이 멍 빠지는데에 좋다고 해서 마그네슘이 많이 들어있는 멍크림도 발라줬어요멍연고는 파스냄새가 나는 시원한 연고라 운동하고 샤워후에 발라줬고 멍크림은 향이 좋은 크림 재질이라 자기전에 듬뿍 발라줬어요!피부과든 뭐든 시술하고 난 직후 관리가 효과를 좌우한다고 믿기 때문에 ㅠ 좀 과하게 신경 썼습니다^^아래 사진은 시술 전 후 멍 드는 과정 그리고 바로 효과봤다는 팔뚝 볼록한 라인 전후 사진 가져와봤어요 ㅎㅎ저는 백만퍼 만족합니다..! 그리고 생각보다 아프지 않아서 고생했다고 할 순없지만..ㅎㅎ그래도 시술대에 누워 고생한 만큼 운동 식이 조절 더 열심히 해서 효과 확실하게  더 보려구요 ㅎㅎ"
390,321260,2020.08.27. 19:44,유니비비,혹시 람스 후 카복시 맞으면..,허벅지 무한람스 후 3달차 관리로카복시+메조 오늘 1회차인데요맞고 나면 살짝 붓나요?카복시 오늘 첨 해봤는데 허벅지가먼가 가뿐해지고 짱짱?해진 느낌?이라 ㅎㅎ사진찍어 비교해보니 오히려 몇일전보다 사~~알짝 부어보여서요
391,321250,2020.08.27. 17:51,yula4,"1주차_허안&승마, 무릎&앞벅지",무한 람스 1주차 입니다.허안 승마 /무릎 앞벅지 다른 사람들은 티가 나던데전 부은거 말고는 모르겠네요언제쯤 티가 날까요멍은 안쪽과 뒷쪽으로 들었어요좌 시술 전- 우 시술 1주차
392,321158,2020.08.27. 07:26,yula4,체충 후 붓고 열감,받을 땐 시원한 느낌이었는데자고 일어나니 더 아프네요첫 체충 후 땡땡하게 붓고열감도 더 심해진 거 같은데원래 이런가요ㅠㅠ기대했던거랑 달라 당황스럽네요;;
393,321135,2020.08.26. 22:18,툴툴,람스 일주일차에 다들 몸무게 줄어서 가셨나요??,람스 한 직후엔 용액 땜에 몸무게 더 올라가잖아요ㅜㅜ근데 제가 람스한날 많이 먹기도 해섴ㅋㅋㅋ이게 용액무겐지 걍 찐건지 모르겠네용.....;;목표몸무게 설정해주셨는데 감량은커녕 이대로 더쪄서 갈까봐 걱정돼요 ^^;;;;;용액 무게는 언제쯤 다 빠지나요ㅠㅠ
394,321127,2020.08.26. 21:50,후루루쿵,허벅지 람스 하신분들 운동 많이 하나요?ㅠ,너무하기싫어요..
395,321074,2020.08.26. 14:36,툴툴,어제 허벅지 람스했는데 무릎 옆이 너무 땅땅해요,중력땜에 용액이 다 쏠린걸까요 ㅋㅋㅋ걸을때 무릎살 제대로 만나네오일주일 안에 용액은 다 빠질까요?
396,321058,2020.08.26. 12:01,Heynee,팔 무한람스 3주차 후기! (46-39.8cm/ 94kg-85.5kg),팔 사이즈는6.8cm 8kg 감량했어요!게으르지않게꼬박꼬박후관리매주받고있는람스러입니다!!오늘은잠옷입고뒹굴거리는데잠옷이평소랑다르게안답답해서봤더니잠옷팔뚝이안꼈어요!!!너무감격스러워서사진을겁나찍었습니다ㅋㅋㅋㅋㅋㅋ누가봐도위에사진이시술후!!날개살이사라졌어요ㅠㅠㅠㅠ매번팔이너무껴서돌돌말려올라가던잠옷이었는데.. 이제안말려올라갑니다ㅠ조금남아요ㅠㅠ옆에서봐도빠졌어유ㅠㅠㅠ사실몇센치줄었다고병원에서말해줄때마다숫자가너무조금씩주나? 하는생각했는데그게차곡차곡매주2cm정도씩줄어들다보니세상잠옷팔둘레가남네요...람스하신분들붓기때문에조급해하지마시고계속관리하세요😁람스는3개월황금기동안관리하면쭉쭉빠지니까열심히하라던지인언니.. 의심해서미안해유..진짜대만족예전엔매일집에오면팔이저렸는데이제옷이안껴서그런지팔도안저리고매번다이어트할때마다눈에보이는변화가너무더뎌서금방포기했는데눈에보이는팔사이즈가폭폭줄어드니까계속노력하게되는거같아요!!멍이나붓기스트레스받아하시는분들계시던데전멍크림진짜수시로바르고스트레칭열심히했더니멍도2주만에거의다빠지고붓기도빨리빠지는거같아용!! 다들멍크림꼭챙겨바르시길..!단점은다리도하고싶어진다는점..? 팔이너무빨리빠지니까점점하체가눈에띄는ㅋㅋㅋㅋㅋㅋ소처럼일하자나자신.... 나중에여유되면다리도조져야겠어유요즘야식욕구가샘솟았는데사진보고다시한번마음다잡습니다! 다들숨쉴때마다지방이빠지는여름되세여~!~~
397,321055,2020.08.26. 11:58,빵히,허틈아 반가워~~~ㅋㅋ,  드디어 저도! 답답했던 허벅지 사이의 빛이 들어오기 시작하네요 람스하고 한달 조금 넘었네요.날 더운데 허틈이 생겨서 너무좋아요 zzz궁금한거 마구 물어봐주세요! 
398,321030,2020.08.26. 09:54,토토토로로로,람스 후 얼음찜질,람스 후 얼음찜질은 안되나요???
399,321027,2020.08.26. 09:40,툴툴,람스 용액 안새어나올 수도 있는거 맞나요?,어제 했는데 멀쩡하네요..출근러로선 참 좋지만..안새어나오면 소변으로 다 배출될까요?얼른 24시간 돼서 거즈나 떼거싶어요ㅠ
400,321020,2020.08.26. 08:46,화이트설,혹시 지방분해주사로 효과보신분 계세요?,효과있을까요? 복부에서 3키로만 빼면 좋겠는데 지흡이 나을까요?
401,321019,2020.08.26. 08:27,화이트설,람스랑 룩펫이 같은건가요?,둘다 주사기로 빼는것같은데 같은건데 이름만 다른건가요?
402,320990,2020.08.25. 23:16,히비스커스,지방흡입주사 덕분에 나시만 입어요,저는 임신과 출산으로 25키로나 쪘었고아이를 키우면서 직장에 복직을 해야했어서수면마취를 하거나 압박복을 입는건 좀 부담스럽더라구요그래서 지방흡입주사인 무한람스를 결정하고팔에 시술을 받았어요결론적으로는 완전 대만족이에요!비포vs.애프터인데 정말 라인변화 장난 아니죠?사실 다른데 빼는건 쉬워도 팔뚝 허벅지안쪽 종아리 이부분은 진짜 신의 영역이잖아요저 또한 아무리 노력해도 이 부분들은 잘 안되더라구요그래서 의느님의 도움을 받았고저는 지금 그렇게 받은지 한 9개월 정도 된거 같아요다들 생각하시는거처럼 요요!저는 요요 보시다시피 전혀 없구요오히려 처녀 때 보다 더 예쁜 팔뚝을..자랑하며매일 민소매와 나시를 즐겨 입어요 ㅋㅋㅋㅋ어떻게 입고 어떻게 찍어도 굴욕없는 라인이죠??하물며 등이랑 허리까지 다 얇아진거 보면분명히 시술 받은 부위는 팔뚝인데전반적으로 다 슬림해졌고 이젠 여리여리 해보이기 까지!저는 그 어려운 허벅지랑 종아리까지 다 빠져나간거 같아요;;;팔뚝은 지금 9개월이 지났지만 잘 유지 중이구요아마 저는 관리 차원에서 그동안 모아뒀던 포인트로 체충(체외충격파)랑 냉동을 꾸준히 받고 있는데 아마 그게 도움이 많이 된거 같아요!!확실히 자본주의 만만세네요!사실 정말 내가 원하는 부위만 빼는거 정말 어렵자나요근데 람스 덕분에 비교적 쉽고 빠르게 이뤘던거 같아요!얼마 남지 않은 여름!우리 같이 예쁘게 보내요!!
403,320967,2020.08.25. 18:45,후루루쿵,허벅지 체외충격파 많이 아픈가요?,지금 후관리 받으러가는중인데 무서워요ㅠ치료는 몇분 걸리나요?
